x,y,dist,x_real,y_real,z_real,dist_real,orient,direct,SrcNum,DetNum,OptGrp
99.000,54.000,40.249,NaN,NaN,NaN,NaN,vert,antidiag,S22,D17,head_R
99.000,36.000,18.000,NaN,NaN,NaN,NaN,hori,straight,S22,D22,head_R
99.000,18.000,40.249,NaN,NaN,NaN,NaN,vert,diagonal,S22,D27,head_R
90.000,9.000,18.000,NaN,NaN,NaN,NaN,vert,straight,S27,D25,head_R
99.000,36.000,40.249,NaN,NaN,NaN,NaN,vert,antidiag,S19,D25,head_R
99.000,18.000,18.000,NaN,NaN,NaN,NaN,hori,straight,S24,D25,head_R
99.000,36.000,74.216,NaN,NaN,NaN,NaN,vert,antidiag,S27,D17,head_R
99.000,18.000,40.249,NaN,NaN,NaN,NaN,vert,antidiag,S27,D22,head_R
99.000,0.000,18.000,NaN,NaN,NaN,NaN,hori,straight,S27,D27,head_R
108.000,63.000,18.000,NaN,NaN,NaN,NaN,vert,straight,S19,D17,head_R
108.000,45.000,54.000,NaN,NaN,NaN,NaN,vert,straight,S24,D17,head_R
108.000,45.000,18.000,NaN,NaN,NaN,NaN,vert,straight,S19,D22,head_R
108.000,27.000,54.000,NaN,NaN,NaN,NaN,vert,straight,S19,D27,head_R
108.000,27.000,18.000,NaN,NaN,NaN,NaN,vert,straight,S24,D22,head_R
108.000,9.000,18.000,NaN,NaN,NaN,NaN,vert,straight,S24,D27,head_R
-90.000,-63.000,0.000,NaN,NaN,NaN,0.000,n/a,n/a,A02,A02,n/a
-54.000,90.000,0.000,NaN,NaN,NaN,0.000,n/a,n/a,A01,A01,n/a
36.000,-63.000,0.000,NaN,NaN,NaN,0.000,n/a,n/a,A04,A04,n/a
72.000,90.000,0.000,NaN,NaN,NaN,0.000,n/a,n/a,A03,A03,n/a
-72.000,76.000,8.000,NaN,NaN,NaN,NaN,scd,scd,S01,D32,head_L
-36.000,76.000,8.000,NaN,NaN,NaN,NaN,scd,scd,S02,D33,head_L
-90.000,58.000,8.000,NaN,NaN,NaN,NaN,scd,scd,S03,D34,head_L
-18.000,58.000,8.000,NaN,NaN,NaN,NaN,scd,scd,S05,D35,head_L
-90.000,22.000,8.000,NaN,NaN,NaN,NaN,scd,scd,S08,D36,head_L
-18.000,22.000,8.000,NaN,NaN,NaN,NaN,scd,scd,S10,D37,head_L
-72.000,4.000,8.000,NaN,NaN,NaN,NaN,scd,scd,S11,D38,head_L
-36.000,4.000,8.000,NaN,NaN,NaN,NaN,scd,scd,S12,D39,head_L
90.000,76.000,8.000,NaN,NaN,NaN,NaN,scd,scd,S17,D40,head_R
54.000,76.000,8.000,NaN,NaN,NaN,NaN,scd,scd,S18,D41,head_R
108.000,58.000,8.000,NaN,NaN,NaN,NaN,scd,scd,S19,D42,head_R
36.000,58.000,8.000,NaN,NaN,NaN,NaN,scd,scd,S21,D43,head_R
108.000,22.000,8.000,NaN,NaN,NaN,NaN,scd,scd,S24,D44,head_R
36.000,22.000,8.000,NaN,NaN,NaN,NaN,scd,scd,S26,D45,head_R
90.000,4.000,8.000,NaN,NaN,NaN,NaN,scd,scd,S27,D46,head_R
54.000,4.000,8.000,NaN,NaN,NaN,NaN,scd,scd,S28,D47,head_R
