x,y,dist,orient,direct,SrcNum,DetNum,OptGrp
-120.208152801713,-7.07106781186548,44.7213595499958,hori,diagonal,S10,D03,none
-106.066017177982,35.3553390593274,100,vert,antidiag,S11,D03,none
-106.066017177982,21.2132034355964,82.4621125123532,hori,antidiag,S12,D03,none
-106.066017177982,7.07106781186548,72.1110255092798,hori,antidiag,S13,D03,none
-106.066017177982,-7.07106781186548,72.1110255092798,hori,diagonal,S14,D03,none
-91.9238815542512,21.2132034355964,107.70329614269,hori,antidiag,S15,D03,none
-91.9238815542512,7.07106781186548,100,hori,antidiag,S16,D03,none
-91.9238815542512,-7.07106781186548,100,hori,diagonal,S17,D03,none
-77.7817459305202,21.2132034355964,134.164078649987,hori,antidiag,S18,D03,none
-77.7817459305202,7.07106781186548,128.062484748657,hori,antidiag,S19,D03,none
-77.7817459305202,-7.07106781186548,128.062484748657,hori,diagonal,S20,D03,none
-63.6396103067893,21.2132034355964,161.245154965971,hori,antidiag,S21,D03,none
-63.6396103067893,7.07106781186548,156.204993518133,hori,antidiag,S22,D03,none
-63.6396103067893,-7.07106781186548,156.204993518133,hori,diagonal,S23,D03,none
-49.4974746830583,21.2132034355964,188.679622641132,hori,antidiag,S24,D03,none
-49.4974746830583,7.07106781186548,184.390889145858,hori,antidiag,S25,D03,none
-49.4974746830583,-7.07106781186548,184.390889145858,hori,diagonal,S26,D03,none
-35.3553390593274,35.3553390593274,223.606797749979,hori,antidiag,S27,D03,none
-35.3553390593274,21.2132034355964,216.333076527839,hori,antidiag,S28,D03,none
-35.3553390593274,7.07106781186548,212.602916254693,hori,antidiag,S29,D03,none
-35.3553390593274,-7.07106781186548,212.602916254693,hori,diagonal,S30,D03,none
-21.2132034355964,35.3553390593274,250.599281722833,hori,antidiag,S31,D03,none
-21.2132034355964,21.2132034355964,244.131112314674,hori,antidiag,S32,D03,none
-120.208152801713,63.6396103067893,20,vert,diagonal,S04,D04,none
-120.208152801713,49.4974746830583,44.7213595499958,vert,diagonal,S04,D05,none
-120.208152801713,35.3553390593274,72.1110255092798,vert,diagonal,S04,D06,none
-106.066017177982,63.6396103067893,44.7213595499958,hori,diagonal,S04,D07,none
-106.066017177982,49.4974746830583,60,vert,diagonal,S04,D08,none
-106.066017177982,35.3553390593274,82.4621125123532,vert,diagonal,S04,D09,none
-91.9238815542512,63.6396103067893,72.1110255092798,hori,diagonal,S04,D10,none
-91.9238815542512,49.4974746830583,82.4621125123532,hori,diagonal,S04,D11,none
-91.9238815542512,35.3553390593274,100,vert,diagonal,S04,D12,none
-91.9238815542512,21.2132034355964,121.655250605964,vert,diagonal,S04,D13,none
-77.7817459305202,49.4974746830583,107.70329614269,hori,diagonal,S04,D14,none
-77.7817459305202,35.3553390593274,121.655250605964,hori,diagonal,S04,D15,none
-77.7817459305202,21.2132034355964,140,vert,diagonal,S04,D16,none
-63.6396103067893,49.4974746830583,134.164078649987,hori,diagonal,S04,D17,none
-63.6396103067893,35.3553390593274,145.60219778561,hori,diagonal,S04,D18,none
-63.6396103067893,21.2132034355964,161.245154965971,hori,diagonal,S04,D19,none
-49.4974746830583,49.4974746830583,161.245154965971,hori,diagonal,S04,D20,none
-49.4974746830583,35.3553390593274,170.880074906351,hori,diagonal,S04,D21,none
-49.4974746830583,21.2132034355964,184.390889145858,hori,diagonal,S04,D22,none
-35.3553390593274,63.6396103067893,184.390889145858,hori,diagonal,S04,D23,none
-35.3553390593274,49.4974746830583,188.679622641132,hori,diagonal,S04,D24,none
-35.3553390593274,35.3553390593274,196.977156035922,hori,diagonal,S04,D25,none
-21.2132034355964,63.6396103067893,212.602916254693,hori,diagonal,S04,D26,none
-21.2132034355964,49.4974746830583,216.333076527839,hori,diagonal,S04,D27,none
-21.2132034355964,35.3553390593274,223.606797749979,hori,diagonal,S04,D28,none
-120.208152801713,49.4974746830583,20,vert,antidiag,S05,D04,none
-120.208152801713,35.3553390593274,20,vert,diagonal,S05,D05,none
-120.208152801713,21.2132034355964,44.7213595499958,vert,diagonal,S05,D06,none
-106.066017177982,49.4974746830583,44.7213595499958,hori,antidiag,S05,D07,none
-106.066017177982,35.3553390593274,44.7213595499958,hori,diagonal,S05,D08,none
-106.066017177982,21.2132034355964,60,vert,diagonal,S05,D09,none
-91.9238815542512,49.4974746830583,72.1110255092798,hori,antidiag,S05,D10,none
-91.9238815542512,35.3553390593274,72.1110255092798,hori,diagonal,S05,D11,none
-91.9238815542512,21.2132034355964,82.4621125123532,hori,diagonal,S05,D12,none
-91.9238815542512,7.07106781186548,100,vert,diagonal,S05,D13,none
-77.7817459305202,35.3553390593274,100,hori,diagonal,S05,D14,none
-77.7817459305202,21.2132034355964,107.70329614269,hori,diagonal,S05,D15,none
-77.7817459305202,7.07106781186548,121.655250605964,hori,diagonal,S05,D16,none
-63.6396103067893,35.3553390593274,128.062484748657,hori,diagonal,S05,D17,none
-63.6396103067893,21.2132034355964,134.164078649987,hori,diagonal,S05,D18,none
-63.6396103067893,7.07106781186548,145.60219778561,hori,diagonal,S05,D19,none
-49.4974746830583,35.3553390593274,156.204993518133,hori,diagonal,S05,D20,none
-49.4974746830583,21.2132034355964,161.245154965971,hori,diagonal,S05,D21,none
-49.4974746830583,7.07106781186548,170.880074906351,hori,diagonal,S05,D22,none
-35.3553390593274,49.4974746830583,184.390889145858,hori,antidiag,S05,D23,none
-35.3553390593274,35.3553390593274,184.390889145858,hori,diagonal,S05,D24,none
-35.3553390593274,21.2132034355964,188.679622641132,hori,diagonal,S05,D25,none
-21.2132034355964,49.4974746830583,212.602916254693,hori,antidiag,S05,D26,none
-21.2132034355964,35.3553390593274,212.602916254693,hori,diagonal,S05,D27,none
-21.2132034355964,21.2132034355964,216.333076527839,hori,diagonal,S05,D28,none
-120.208152801713,35.3553390593274,44.7213595499958,vert,antidiag,S06,D04,none
-120.208152801713,21.2132034355964,20,vert,antidiag,S06,D05,none
-120.208152801713,7.07106781186548,20,vert,diagonal,S06,D06,none
-106.066017177982,35.3553390593274,60,vert,antidiag,S06,D07,none
-106.066017177982,21.2132034355964,44.7213595499958,hori,antidiag,S06,D08,none
-106.066017177982,7.07106781186548,44.7213595499958,hori,diagonal,S06,D09,none
-91.9238815542512,35.3553390593274,82.4621125123532,hori,antidiag,S06,D10,none
-91.9238815542512,21.2132034355964,72.1110255092798,hori,antidiag,S06,D11,none
-91.9238815542512,7.07106781186548,72.1110255092798,hori,diagonal,S06,D12,none
-91.9238815542512,-7.07106781186548,82.4621125123532,hori,diagonal,S06,D13,none
-77.7817459305202,21.2132034355964,100,hori,antidiag,S06,D14,none
-77.7817459305202,7.07106781186548,100,hori,diagonal,S06,D15,none
-77.7817459305202,-7.07106781186548,107.70329614269,hori,diagonal,S06,D16,none
-63.6396103067893,21.2132034355964,128.062484748657,hori,antidiag,S06,D17,none
-63.6396103067893,7.07106781186548,128.062484748657,hori,diagonal,S06,D18,none
-63.6396103067893,-7.07106781186548,134.164078649987,hori,diagonal,S06,D19,none
-49.4974746830583,21.2132034355964,156.204993518133,hori,antidiag,S06,D20,none
-49.4974746830583,7.07106781186548,156.204993518133,hori,diagonal,S06,D21,none
-49.4974746830583,-7.07106781186548,161.245154965971,hori,diagonal,S06,D22,none
-35.3553390593274,35.3553390593274,188.679622641132,hori,antidiag,S06,D23,none
-35.3553390593274,21.2132034355964,184.390889145858,hori,antidiag,S06,D24,none
-35.3553390593274,7.07106781186548,184.390889145858,hori,diagonal,S06,D25,none
-21.2132034355964,35.3553390593274,216.333076527839,hori,antidiag,S06,D26,none
-21.2132034355964,21.2132034355964,212.602916254693,hori,antidiag,S06,D27,none
-21.2132034355964,7.07106781186548,212.602916254693,hori,diagonal,S06,D28,none
-106.066017177982,63.6396103067893,20,vert,antidiag,S07,D04,none
-106.066017177982,49.4974746830583,20,vert,diagonal,S08,D04,none
-106.066017177982,35.3553390593274,44.7213595499958,vert,diagonal,S09,D04,none
-106.066017177982,21.2132034355964,72.1110255092798,vert,diagonal,S10,D04,none
-91.9238815542512,63.6396103067893,44.7213595499958,hori,antidiag,S11,D04,none
-91.9238815542512,49.4974746830583,44.7213595499958,hori,diagonal,S12,D04,none
-91.9238815542512,35.3553390593274,60,vert,diagonal,S13,D04,none
-91.9238815542512,21.2132034355964,82.4621125123532,vert,diagonal,S14,D04,none
-77.7817459305202,49.4974746830583,72.1110255092798,hori,diagonal,S15,D04,none
-77.7817459305202,35.3553390593274,82.4621125123532,hori,diagonal,S16,D04,none
-77.7817459305202,21.2132034355964,100,vert,diagonal,S17,D04,none
-63.6396103067893,49.4974746830583,100,hori,diagonal,S18,D04,none
-63.6396103067893,35.3553390593274,107.70329614269,hori,diagonal,S19,D04,none
-63.6396103067893,21.2132034355964,121.655250605964,hori,diagonal,S20,D04,none
-49.4974746830583,49.4974746830583,128.062484748657,hori,diagonal,S21,D04,none
-49.4974746830583,35.3553390593274,134.164078649987,hori,diagonal,S22,D04,none
-49.4974746830583,21.2132034355964,145.60219778561,hori,diagonal,S23,D04,none
-35.3553390593274,49.4974746830583,156.204993518133,hori,diagonal,S24,D04,none
-35.3553390593274,35.3553390593274,161.245154965971,hori,diagonal,S25,D04,none
-35.3553390593274,21.2132034355964,170.880074906351,hori,diagonal,S26,D04,none
-21.2132034355964,63.6396103067893,184.390889145858,hori,antidiag,S27,D04,none
-21.2132034355964,49.4974746830583,184.390889145858,hori,diagonal,S28,D04,none
-21.2132034355964,35.3553390593274,188.679622641132,hori,diagonal,S29,D04,none
-21.2132034355964,21.2132034355964,196.977156035922,hori,diagonal,S30,D04,none
-7.07106781186548,63.6396103067893,212.602916254693,hori,antidiag,S31,D04,none
-7.07106781186548,49.4974746830583,212.602916254693,hori,diagonal,S32,D04,none
-106.066017177982,49.4974746830583,44.7213595499958,vert,antidiag,S07,D05,none
-106.066017177982,35.3553390593274,20,vert,antidiag,S08,D05,none
-106.066017177982,21.2132034355964,20,vert,diagonal,S09,D05,none
-106.066017177982,7.07106781186548,44.7213595499958,vert,diagonal,S10,D05,none
-91.9238815542512,49.4974746830583,60,vert,antidiag,S11,D05,none
-91.9238815542512,35.3553390593274,44.7213595499958,hori,antidiag,S12,D05,none
-91.9238815542512,21.2132034355964,44.7213595499958,hori,diagonal,S13,D05,none
-91.9238815542512,7.07106781186548,60,vert,diagonal,S14,D05,none
-77.7817459305202,35.3553390593274,72.1110255092798,hori,antidiag,S15,D05,none
-77.7817459305202,21.2132034355964,72.1110255092798,hori,diagonal,S16,D05,none
-77.7817459305202,7.07106781186548,82.4621125123532,hori,diagonal,S17,D05,none
-63.6396103067893,35.3553390593274,100,hori,antidiag,S18,D05,none
-63.6396103067893,21.2132034355964,100,hori,diagonal,S19,D05,none
-63.6396103067893,7.07106781186548,107.70329614269,hori,diagonal,S20,D05,none
-49.4974746830583,35.3553390593274,128.062484748657,hori,antidiag,S21,D05,none
-49.4974746830583,21.2132034355964,128.062484748657,hori,diagonal,S22,D05,none
-49.4974746830583,7.07106781186548,134.164078649987,hori,diagonal,S23,D05,none
-35.3553390593274,35.3553390593274,156.204993518133,hori,antidiag,S24,D05,none
-35.3553390593274,21.2132034355964,156.204993518133,hori,diagonal,S25,D05,none
-35.3553390593274,7.07106781186548,161.245154965971,hori,diagonal,S26,D05,none
-21.2132034355964,49.4974746830583,188.679622641132,hori,antidiag,S27,D05,none
-21.2132034355964,35.3553390593274,184.390889145858,hori,antidiag,S28,D05,none
-21.2132034355964,21.2132034355964,184.390889145858,hori,diagonal,S29,D05,none
-21.2132034355964,7.07106781186548,188.679622641132,hori,diagonal,S30,D05,none
-7.07106781186548,49.4974746830583,216.333076527839,hori,antidiag,S31,D05,none
-7.07106781186548,35.3553390593274,212.602916254693,hori,antidiag,S32,D05,none
-106.066017177982,35.3553390593274,72.1110255092798,vert,antidiag,S07,D06,none
-106.066017177982,21.2132034355964,44.7213595499958,vert,antidiag,S08,D06,none
-106.066017177982,7.07106781186548,20,vert,antidiag,S09,D06,none
-106.066017177982,-7.07106781186548,20,vert,diagonal,S10,D06,none
-91.9238815542512,35.3553390593274,82.4621125123532,vert,antidiag,S11,D06,none
-91.9238815542512,21.2132034355964,60,vert,antidiag,S12,D06,none
-91.9238815542512,7.07106781186548,44.7213595499958,hori,antidiag,S13,D06,none
-91.9238815542512,-7.07106781186548,44.7213595499958,hori,diagonal,S14,D06,none
-77.7817459305202,21.2132034355964,82.4621125123532,hori,antidiag,S15,D06,none
-77.7817459305202,7.07106781186548,72.1110255092798,hori,antidiag,S16,D06,none
-77.7817459305202,-7.07106781186548,72.1110255092798,hori,diagonal,S17,D06,none
-63.6396103067893,21.2132034355964,107.70329614269,hori,antidiag,S18,D06,none
-63.6396103067893,7.07106781186548,100,hori,antidiag,S19,D06,none
-63.6396103067893,-7.07106781186548,100,hori,diagonal,S20,D06,none
-49.4974746830583,21.2132034355964,134.164078649987,hori,antidiag,S21,D06,none
-49.4974746830583,7.07106781186548,128.062484748657,hori,antidiag,S22,D06,none
-49.4974746830583,-7.07106781186548,128.062484748657,hori,diagonal,S23,D06,none
-35.3553390593274,21.2132034355964,161.245154965971,hori,antidiag,S24,D06,none
-35.3553390593274,7.07106781186548,156.204993518133,hori,antidiag,S25,D06,none
-35.3553390593274,-7.07106781186548,156.204993518133,hori,diagonal,S26,D06,none
-21.2132034355964,35.3553390593274,196.977156035922,hori,antidiag,S27,D06,none
-21.2132034355964,21.2132034355964,188.679622641132,hori,antidiag,S28,D06,none
-21.2132034355964,7.07106781186548,184.390889145858,hori,antidiag,S29,D06,none
-21.2132034355964,-7.07106781186548,184.390889145858,hori,diagonal,S30,D06,none
-7.07106781186548,35.3553390593274,223.606797749979,hori,antidiag,S31,D06,none
-7.07106781186548,21.2132034355964,216.333076527839,hori,antidiag,S32,D06,none
-91.9238815542512,63.6396103067893,20,vert,diagonal,S07,D07,none
-91.9238815542512,49.4974746830583,44.7213595499958,vert,diagonal,S07,D08,none
-91.9238815542512,35.3553390593274,72.1110255092798,vert,diagonal,S07,D09,none
-77.7817459305202,63.6396103067893,44.7213595499958,hori,diagonal,S07,D10,none
-77.7817459305202,49.4974746830583,60,vert,diagonal,S07,D11,none
-77.7817459305202,35.3553390593274,82.4621125123532,vert,diagonal,S07,D12,none
-77.7817459305202,21.2132034355964,107.70329614269,vert,diagonal,S07,D13,none
-63.6396103067893,49.4974746830583,82.4621125123532,hori,diagonal,S07,D14,none
-63.6396103067893,35.3553390593274,100,vert,diagonal,S07,D15,none
-63.6396103067893,21.2132034355964,121.655250605964,vert,diagonal,S07,D16,none
-49.4974746830583,49.4974746830583,107.70329614269,hori,diagonal,S07,D17,none
-49.4974746830583,35.3553390593274,121.655250605964,hori,diagonal,S07,D18,none
-49.4974746830583,21.2132034355964,140,vert,diagonal,S07,D19,none
-35.3553390593274,49.4974746830583,134.164078649987,hori,diagonal,S07,D20,none
-35.3553390593274,35.3553390593274,145.60219778561,hori,diagonal,S07,D21,none
-35.3553390593274,21.2132034355964,161.245154965971,hori,diagonal,S07,D22,none
-21.2132034355964,63.6396103067893,156.204993518133,hori,diagonal,S07,D23,none
-21.2132034355964,49.4974746830583,161.245154965971,hori,diagonal,S07,D24,none
-21.2132034355964,35.3553390593274,170.880074906351,hori,diagonal,S07,D25,none
-7.07106781186548,63.6396103067893,184.390889145858,hori,diagonal,S07,D26,none
-7.07106781186548,49.4974746830583,188.679622641132,hori,diagonal,S07,D27,none
-7.07106781186548,35.3553390593274,196.977156035922,hori,diagonal,S07,D28,none
-91.9238815542512,49.4974746830583,20,vert,antidiag,S08,D07,none
-91.9238815542512,35.3553390593274,20,vert,diagonal,S08,D08,none
-91.9238815542512,21.2132034355964,44.7213595499958,vert,diagonal,S08,D09,none
-77.7817459305202,49.4974746830583,44.7213595499958,hori,antidiag,S08,D10,none
-77.7817459305202,35.3553390593274,44.7213595499958,hori,diagonal,S08,D11,none
-77.7817459305202,21.2132034355964,60,vert,diagonal,S08,D12,none
-77.7817459305202,7.07106781186548,82.4621125123532,vert,diagonal,S08,D13,none
-63.6396103067893,35.3553390593274,72.1110255092798,hori,diagonal,S08,D14,none
-63.6396103067893,21.2132034355964,82.4621125123532,hori,diagonal,S08,D15,none
