x,y,dist,x_real,y_real,z_real,dist_real,orient,direct,SrcNum,DetNum
31.820,-70.004,40.249,NaN,NaN,NaN,NaN,vert,antidiag,S13,D14
31.820,-82.731,18.000,NaN,NaN,NaN,NaN,vert,antidiag,S15,D14
31.820,-70.004,90.000,NaN,NaN,NaN,NaN,vert,antidiag,S11,D16
31.820,-82.731,64.900,NaN,NaN,NaN,NaN,vert,antidiag,S13,D16
31.820,-95.459,40.249,NaN,NaN,NaN,NaN,vert,antidiag,S15,D16
-56.184,-197.735,0.000,NaN,NaN,NaN,0.000,n/a,n/a,A03,A03
0.000,25.456,0.000,NaN,NaN,NaN,0.000,n/a,n/a,A01,A01
0.000,-127.279,0.000,NaN,NaN,NaN,0.000,n/a,n/a,A02,A02
56.184,-197.735,0.000,NaN,NaN,NaN,0.000,n/a,n/a,A04,A04
-12.728,4.000,8.000,NaN,NaN,NaN,8.000,scd,scd,S01,D29
-38.184,-21.456,8.000,NaN,NaN,NaN,8.000,scd,scd,S02,D30
-12.728,-21.456,8.000,NaN,NaN,NaN,8.000,scd,scd,S03,D31
-38.184,-46.912,8.000,NaN,NaN,NaN,8.000,scd,scd,S04,D32
-12.728,-46.912,8.000,NaN,NaN,NaN,8.000,scd,scd,S05,D33
-38.184,-72.368,8.000,NaN,NaN,NaN,8.000,scd,scd,S06,D34
-12.728,-72.368,8.000,NaN,NaN,NaN,8.000,scd,scd,S07,D35
-12.728,-97.823,8.000,NaN,NaN,NaN,8.000,scd,scd,S08,D36
12.728,4.000,8.000,NaN,NaN,NaN,8.000,scd,scd,S09,D37
12.728,-21.456,8.000,NaN,NaN,NaN,8.000,scd,scd,S10,D38
38.184,-21.456,8.000,NaN,NaN,NaN,8.000,scd,scd,S11,D39
12.728,-46.912,8.000,NaN,NaN,NaN,8.000,scd,scd,S12,D40
38.184,-46.912,8.000,NaN,NaN,NaN,8.000,scd,scd,S13,D41
12.728,-72.368,8.000,NaN,NaN,NaN,8.000,scd,scd,S14,D42
38.184,-72.368,8.000,NaN,NaN,NaN,8.000,scd,scd,S15,D43
12.728,-97.823,8.000,NaN,NaN,NaN,8.000,scd,scd,S16,D44
-25.456,-238.735,8.000,NaN,NaN,NaN,8.000,scd,scd,S17,D45
-38.184,-238.735,8.000,NaN,NaN,NaN,8.000,scd,scd,S18,D46
-38.184,-220.735,8.000,NaN,NaN,NaN,8.000,scd,scd,S19,D47
-12.728,-202.735,8.000,NaN,NaN,NaN,8.000,scd,scd,S20,D48
-12.728,-184.735,8.000,NaN,NaN,NaN,8.000,scd,scd,S21,D49
-38.184,-166.735,8.000,NaN,NaN,NaN,8.000,scd,scd,S22,D50
-25.456,-148.735,8.000,NaN,NaN,NaN,8.000,scd,scd,S23,D51
-38.184,-148.735,8.000,NaN,NaN,NaN,8.000,scd,scd,S24,D52
25.456,-148.735,8.000,NaN,NaN,NaN,8.000,scd,scd,S25,D53
38.184,-148.735,8.000,NaN,NaN,NaN,8.000,scd,scd,S26,D54
25.456,-166.735,8.000,NaN,NaN,NaN,8.000,scd,scd,S27,D55
38.184,-166.735,8.000,NaN,NaN,NaN,8.000,scd,scd,S28,D56
25.456,-220.735,8.000,NaN,NaN,NaN,8.000,scd,scd,S29,D57
38.184,-220.735,8.000,NaN,NaN,NaN,8.000,scd,scd,S30,D58
25.456,-238.735,8.000,NaN,NaN,NaN,8.000,scd,scd,S31,D59
38.184,-238.735,8.000,NaN,NaN,NaN,8.000,scd,scd,S32,D60
